# Station dp175 (x = [0, -17.5])
"Time","state","slip0","traction0","slip-rate0","normal-stress"
0.000000000000000e+00,6.863469409872766e-01,0.000000000000000e+00,-2.654612236050892e+01,1.000000000000002e-09,5.000000000000000e+01
