# Station dp150 (x = [0, -15])
"Time","state","slip0","traction0","slip-rate0","normal-stress"
0.000000000000000e+00,5.999999999999999e-01,0.000000000000000e+00,-2.654612236050892e+01,1.000000000000000e-09,4.999999999999999e+01
